time,joint_positions,gripper_state,cube_position,target_position,actions,camera1_image_paths,camera2_image_paths
958,"[0.5846157073974609, -0.6357436776161194, -1.7184710502624512, 0.9122894406318665, 1.500177025794983, 2.1617610454559326, -0.43458235263824463, -0.3868970572948456, 0.12406180053949356, 0.13455340266227722, 0.7698372006416321, 0.7696691155433655, -0.7855010032653809, -0.7853983640670776]","[-0.43458235263824463, -0.3868970572948456]","[0.6077750325202942, 0.2978408634662628, 0.8234918117523193]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58440053, -0.63108027, -1.7181838 ,  0.9063911 ,  1.5062454 ,
        2.1667798 ], dtype=float32), 'joint_velocities': array([ 0.03502898, -0.41080004,  0.02161938, -0.06152052,  0.24262787,
        0.02755183], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_950.npy,data/images/camera2/frame_950.npy
959,"[0.5843357443809509, -0.6364209055900574, -1.7179969549179077, 0.912430465221405, 1.5004746913909912, 2.16198468208313, -0.4411393105983734, -0.3941003382205963, 0.12029795348644257, 0.12963497638702393, 0.7699604630470276, 0.7682943344116211, -0.7854971289634705, -0.7853983640670776]","[-0.4411393105983734, -0.3941003382205963]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5842312 , -0.6313824 , -1.7180281 ,  0.90694046,  1.5050718 ,
        2.160216  ], dtype=float32), 'joint_velocities': array([ 0.03777774, -0.4151846 ,  0.0217077 , -0.05938966,  0.24102192,
        0.02874721], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_950.npy,data/images/camera2/frame_950.npy
960,"[0.5840458869934082, -0.6367771625518799, -1.717620849609375, 0.9124172329902649, 1.500678300857544, 2.162307024002075, -0.4461985230445862, -0.4002758860588074, 0.11733835935592651, 0.12338770925998688, 0.76944899559021, 0.7689633369445801, -0.7854927778244019, -0.7853984832763672]","[-0.4461985230445862, -0.4002758860588074]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58385783, -0.6313218 , -1.717709  ,  0.90614605,  1.5052872 ,
        2.1572526 ], dtype=float32), 'joint_velocities': array([ 0.03520428, -0.37767106,  0.00505384, -0.08155066,  0.24068768,
        0.02344621], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
961,"[0.5839970111846924, -0.6367155313491821, -1.7174005508422852, 0.9118661880493164, 1.5007439851760864, 2.1621487140655518, -0.446149080991745, -0.3992966413497925, 0.1161435917019844, 0.12483221292495728, 0.7683194875717163, 0.7677227258682251, -0.7854925394058228, -0.7853982448577881]","[-0.446149080991745, -0.3992966413497925]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58407295, -0.630876  , -1.7176455 ,  0.90680873,  1.504692  ,
        2.1578119 ], dtype=float32), 'joint_velocities': array([ 0.03541312, -0.39216352, -0.00406575, -0.05644672,  0.24074636,
        0.02449285], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
962,"[0.5839836001396179, -0.6365311145782471, -1.7173488140106201, 0.9117823839187622, 1.5008525848388672, 2.1620430946350098, -0.44329318404197693, -0.39764896035194397, 0.11843777447938919, 0.12514065206050873, 0.7676260471343994, 0.7673009634017944, -0.7854907512664795, -0.7853983044624329]","[-0.44329318404197693, -0.39764896035194397]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58399665, -0.63072395, -1.717719  ,  0.90710974,  1.504564  ,
        2.1570883 ], dtype=float32), 'joint_velocities': array([ 0.03658254, -0.38609222, -0.00751804, -0.05976439,  0.24027433,
        0.02590565], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
963,"[0.5838332176208496, -0.6364145874977112, -1.7173476219177246, 0.9117370843887329, 1.5009945631027222, 2.1618497371673584, -0.4415804147720337, -0.39561906456947327, 0.1195441484451294, 0.12664970755577087, 0.7684537768363953, 0.7669464349746704, -0.7854917049407959, -0.7853983640670776]","[-0.4415804147720337, -0.39561906456947327]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58378464, -0.6306387 , -1.717961  ,  0.90537775,  1.5070068 ,
        2.1638541 ], dtype=float32), 'joint_velocities': array([ 0.03947613, -0.4077457 ,  0.02683951, -0.07082473,  0.23934259,
        0.02875768], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
964,"[0.5839616656303406, -0.6367623209953308, -1.716893196105957, 0.9113451242446899, 1.5011727809906006, 2.1618542671203613, -0.44217929244041443, -0.3960765302181244, 0.12082497775554657, 0.1260482370853424, 0.7682314515113831, 0.7680873274803162, -0.7854935526847839, -0.7853983044624329]","[-0.44217929244041443, -0.3960765302181244]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58422345, -0.6314173 , -1.716957  ,  0.90494424,  1.5070999 ,
        2.161669  ], dtype=float32), 'joint_velocities': array([ 0.03008732, -0.41148835,  0.02300369, -0.06210918,  0.23973116,
        0.01980651], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
965,"[0.5840237140655518, -0.6371341347694397, -1.716504454612732, 0.911170482635498, 1.5014063119888306, 2.1617815494537354, -0.4436546564102173, -0.3987228274345398, 0.12131782621145248, 0.12349379807710648, 0.7686604261398315, 0.7683355808258057, -0.7854923605918884, -0.7853983640670776]","[-0.4436546564102173, -0.3987228274345398]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58404166, -0.63168937, -1.7166637 ,  0.9046226 ,  1.5078038 ,
        2.1641655 ], dtype=float32), 'joint_velocities': array([ 0.03518725, -0.4109278 ,  0.02445494, -0.06302773,  0.23842543,
        0.02514653], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
966,"[0.5840396285057068, -0.6373974680900574, -1.7161461114883423, 0.9109327793121338, 1.5016365051269531, 2.1618292331695557, -0.4452785551548004, -0.4001336693763733, 0.12091968208551407, 0.12229206413030624, 0.7684745788574219, 0.7681589126586914, -0.7854925990104675, -0.7853983640670776]","[-0.4452785551548004, -0.4001336693763733]","[0.6080372929573059, 0.2980406880378723, 0.82341468334198]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58413404, -0.63186187, -1.7163146 ,  0.90526587,  1.5067582 ,
        2.1654658 ], dtype=float32), 'joint_velocities': array([ 0.03862197, -0.410898  ,  0.01472996, -0.05286263,  0.23707117,
        0.02877479], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
967,"[0.5839990973472595, -0.6373960375785828, -1.7159432172775269, 0.910902738571167, 1.5017619132995605, 2.1621930599212646, -0.44535207748413086, -0.39857247471809387, 0.12095330655574799, 0.12409718334674835, 0.7680619955062866, 0.7673024535179138, -0.7854951620101929, -0.7853982448577881]","[-0.44535207748413086, -0.39857247471809387]","[0.607916533946991, 0.29814696311950684, 0.8235609531402588]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58403635, -0.6315753 , -1.7163067 ,  0.90503967,  1.5066739 ,
        2.1705906 ], dtype=float32), 'joint_velocities': array([ 0.07914525, -0.30918878, -0.04056535, -0.10286511,  0.23170407,
        0.06943576], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
968,"[0.5841407775878906, -0.6366124749183655, -1.7162606716156006, 0.9103144407272339, 1.5014539957046509, 2.1628925800323486, -0.4406185448169708, -0.39188650250434875, 0.11824977397918701, 0.12866802513599396, 0.7674782872200012, 0.7659282088279724, -0.7854960560798645, -0.7853983640670776]","[-0.4406185448169708, -0.39188650250434875]","[0.607916533946991, 0.29814696311950684, 0.8235609531402588]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5844371, -0.630191 , -1.7171054,  0.9052677,  1.504343 ,
        2.1609404], dtype=float32), 'joint_velocities': array([ 0.04278245, -0.39262053, -0.00236754, -0.05625065,  0.23729536,
        0.02967318], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
969,"[0.5841886401176453, -0.6363621950149536, -1.7162069082260132, 0.9102367162704468, 1.501294732093811, 2.1629831790924072, -0.43627849221229553, -0.3861912190914154, 0.12132599204778671, 0.13355275988578796, 0.7669706344604492, 0.7662802934646606, -0.7854980230331421, -0.7853983640670776]","[-0.43627849221229553, -0.3861912190914154]","[0.607916533946991, 0.29814696311950684, 0.8235609531402588]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5844538 , -0.63060814, -1.7168002 ,  0.9034952 ,  1.5065671 ,
        2.1528993 ], dtype=float32), 'joint_velocities': array([-0.02877617, -0.22787666, -0.03875444, -0.18554191,  0.24750215,
       -0.04722645], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_960.npy,data/images/camera2/frame_960.npy
970,"[0.5835140943527222, -0.6358156204223633, -1.7165430784225464, 0.9082522988319397, 1.5012530088424683, 2.1620500087738037, -0.4341290593147278, -0.38074755668640137, 0.11883355677127838, 0.14203956723213196, 0.768981397151947, 0.7662935853004456, -0.7855044603347778, -0.7853984832763672]","[-0.4341290593147278, -0.38074755668640137]","[0.6078053116798401, 0.2978034019470215, 0.8236284255981445]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5825156, -0.6304405, -1.7171662,  0.9038968,  1.5033042,
        2.1585786], dtype=float32), 'joint_velocities': array([ 0.07662751, -0.40256402,  0.0167712 , -0.06222133,  0.2338544 ,
        0.06400512], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
971,"[0.583727240562439, -0.6362088918685913, -1.71596360206604, 0.9078785181045532, 1.500519871711731, 2.1624231338500977, -0.43822309374809265, -0.3818742036819458, 0.11392831057310104, 0.1419030874967575, 0.7681390643119812, 0.766921877861023, -0.7855057716369629, -0.7853983044624329]","[-0.43822309374809265, -0.3818742036819458]","[0.6078053116798401, 0.2978034019470215, 0.8236284255981445]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58462846, -0.63099444, -1.7158307 ,  0.90349203,  1.5032302 ,
        2.1592069 ], dtype=float32), 'joint_velocities': array([ 0.03067653, -0.39772534, -0.00448736, -0.04190311,  0.24229021,
        0.01806383], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
972,"[0.5840936899185181, -0.6363453269004822, -1.7157691717147827, 0.9078547358512878, 1.5000418424606323, 2.1622369289398193, -0.43810179829597473, -0.38526174426078796, 0.11535678803920746, 0.1366802304983139, 0.7680007219314575, 0.7677817344665527, -0.7854985594749451, -0.7853984236717224]","[-0.43810179829597473, -0.38526174426078796]","[0.6078053116798401, 0.2978034019470215, 0.8236284255981445]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5843904 , -0.63072026, -1.7163514 ,  0.9008393 ,  1.506605  ,
        2.1572328 ], dtype=float32), 'joint_velocities': array([ 0.02638651, -0.34962624,  0.00971636, -0.10639433,  0.24414858,
        0.01435542], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
973,"[0.5841159820556641, -0.6364624500274658, -1.715330719947815, 0.9069786071777344, 1.4999674558639526, 2.16204571723938, -0.4355089068412781, -0.38661250472068787, 0.11701229214668274, 0.13565757870674133, 0.7684416770935059, 0.7675560712814331, -0.7854942083358765, -0.7853983044624329]","[-0.4355089068412781, -0.38661250472068787]","[0.6078053116798401, 0.2978034019470215, 0.8236284255981445]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58414114, -0.6310621 , -1.7154483 ,  0.9001173 ,  1.5061451 ,
        2.159836  ], dtype=float32), 'joint_velocities': array([ 0.03979382, -0.3957321 ,  0.02006386, -0.06773973,  0.24260959,
        0.02915476], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
974,"[0.5842660665512085, -0.6368798017501831, -1.714848518371582, 0.9067401885986328, 1.5001575946807861, 2.1622211933135986, -0.43603086471557617, -0.38941287994384766, 0.11912345886230469, 0.1326884776353836, 0.768332839012146, 0.7681256532669067, -0.7854936122894287, -0.7853983044624329]","[-0.43603086471557617, -0.38941287994384766]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5844927 , -0.6317588 , -1.7147543 ,  0.90204453,  1.5042608 ,
        2.1590016 ], dtype=float32), 'joint_velocities': array([ 0.04210538, -0.38797972, -0.00402708, -0.05092693,  0.24195725,
        0.03200239], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
975,"[0.584423303604126, -0.6370988488197327, -1.7147458791732788, 0.9068445563316345, 1.5004286766052246, 2.162426233291626, -0.4381091892719269, -0.3930198848247528, 0.11901594698429108, 0.12887732684612274, 0.7686636447906494, 0.7682279348373413, -0.7854914665222168, -0.7853984236717224]","[-0.4381091892719269, -0.3930198848247528]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5845516 , -0.6315717 , -1.7151657 ,  0.90248126,  1.5043626 ,
        2.1638877 ], dtype=float32), 'joint_velocities': array([ 0.04629055, -0.39413783,  0.00329994, -0.05120172,  0.24032761,
        0.03595543], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
976,"[0.5844298601150513, -0.6371752619743347, -1.714511513710022, 0.9070339798927307, 1.5008114576339722, 2.1625101566314697, -0.43757209181785583, -0.39450180530548096, 0.11926333606243134, 0.126401886343956, 0.7685659527778625, 0.7676098346710205, -0.7854871153831482, -0.7853984236717224]","[-0.43757209181785583, -0.39450180530548096]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5845717 , -0.63151866, -1.714882  ,  0.9011545 ,  1.5066562 ,
        2.1618257 ], dtype=float32), 'joint_velocities': array([ 0.03982616, -0.39423636,  0.01337084, -0.06244751,  0.23988736,
        0.02885588], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
977,"[0.5844095349311829, -0.6374187469482422, -1.7142009735107422, 0.907034158706665, 1.5012664794921875, 2.1626694202423096, -0.43724676966667175, -0.39366692304611206, 0.12175364047288895, 0.1251901090145111, 0.7683302164077759, 0.7673925161361694, -0.7854885458946228, -0.7853984832763672]","[-0.43724676966667175, -0.39366692304611206]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58437085, -0.63209146, -1.7142558 ,  0.9018122 ,  1.5059711 ,
        2.158742  ], dtype=float32), 'joint_velocities': array([ 0.04818115, -0.38440627, -0.00065631, -0.05995771,  0.23732175,
        0.03668357], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
978,"[0.5843597650527954, -0.6375725865364075, -1.7141350507736206, 0.9071135520935059, 1.501639485359192, 2.1630382537841797, -0.4387180507183075, -0.394811749458313, 0.12177067995071411, 0.12488484382629395, 0.7687893509864807, 0.7678273916244507, -0.7854902744293213, -0.7853984236717224]","[-0.4387180507183075, -0.394811749458313]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58435905, -0.6320201 , -1.7145241 ,  0.9023425 ,  1.5052962 ,
        2.162758  ], dtype=float32), 'joint_velocities': array([ 0.05258071, -0.38633358,  0.00115699, -0.05898561,  0.23554483,
        0.03955318], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
979,"[0.5842698812484741, -0.6375712752342224, -1.714025616645813, 0.9072176814079285, 1.501892328262329, 2.16327166557312, -0.43896257877349854, -0.3946987986564636, 0.12086205184459686, 0.12453947961330414, 0.7685150504112244, 0.7674147486686707, -0.7854897379875183, -0.7853983640670776]","[-0.43896257877349854, -0.3946987986564636]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5842803 , -0.6318533 , -1.7143687 ,  0.90184635,  1.5060912 ,
        2.1603448 ], dtype=float32), 'joint_velocities': array([ 0.05115692, -0.38779175,  0.00335137, -0.06098948,  0.23491073,
        0.03691387], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_970.npy,data/images/camera2/frame_970.npy
980,"[0.5842611193656921, -0.6376149654388428, -1.7139776945114136, 0.9071559906005859, 1.5020599365234375, 2.163508653640747, -0.4392086863517761, -0.393428772687912, 0.12153254449367523, 0.12480500340461731, 0.7685120701789856, 0.7672951817512512, -0.7854915857315063, -0.7853983044624329]","[-0.4392086863517761, -0.393428772687912]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58430207, -0.632039  , -1.7142999 ,  0.9018289 ,  1.5059528 ,
        2.1599724 ], dtype=float32), 'joint_velocities': array([ 0.05225474, -0.38190973,  0.00218863, -0.06561728,  0.23423144,
        0.03708672], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
981,"[0.5842154026031494, -0.6376413702964783, -1.713909387588501, 0.9070643782615662, 1.5021544694900513, 2.1637165546417236, -0.43963420391082764, -0.39406347274780273, 0.12101151794195175, 0.1253061145544052, 0.768534243106842, 0.767527163028717, -0.7854920029640198, -0.7853983044624329]","[-0.43963420391082764, -0.39406347274780273]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5842437, -0.6320842, -1.7142168,  0.9031723,  1.5041655,
        2.1656024], dtype=float32), 'joint_velocities': array([ 0.06070939, -0.37963396, -0.01215975, -0.05287612,  0.2327321 ,
        0.04474531], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
982,"[0.5840679407119751, -0.6374334692955017, -1.7139925956726074, 0.9072967767715454, 1.5022042989730835, 2.164214611053467, -0.4385281801223755, -0.3923681080341339, 0.12103084474802017, 0.12745845317840576, 0.7679558396339417, 0.7671284079551697, -0.7854929566383362, -0.7853983640670776]","[-0.4385281801223755, -0.3923681080341339]","[0.6080543398857117, 0.2981799840927124, 0.8235846161842346]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5842538, -0.6314811, -1.7148145,  0.9002924,  1.5077131,
        2.1539342], dtype=float32), 'joint_velocities': array([-0.02004494, -0.20264277, -0.04194808, -0.20304771,  0.24418324,
       -0.04618805], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
983,"[0.5833040475845337, -0.6366026401519775, -1.7144091129302979, 0.9050165414810181, 1.502310037612915, 2.1632769107818604, -0.43647322058677673, -0.38697823882102966, 0.11686219274997711, 0.13336767256259918, 0.7692099213600159, 0.7667568922042847, -0.7854963541030884, -0.7853983640670776]","[-0.43647322058677673, -0.38697823882102966]","[0.6078755855560303, 0.2978113293647766, 0.8236554861068726]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58220565, -0.63102436, -1.715103  ,  0.8999586 ,  1.5041392 ,
        2.158726  ], dtype=float32), 'joint_velocities': array([ 0.0895754 , -0.36258802,  0.00169198, -0.08142501,  0.22884203,
        0.07110853], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
984,"[0.5834799408912659, -0.6367190480232239, -1.7140852212905884, 0.9044028520584106, 1.5017688274383545, 2.163891315460205, -0.4386608600616455, -0.3858092725276947, 0.11335411667823792, 0.13547371327877045, 0.7686488628387451, 0.7673360705375671, -0.7854979038238525, -0.7853983640670776]","[-0.4386608600616455, -0.3858092725276947]","[0.6078755855560303, 0.2978113293647766, 0.8236554861068726]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5843482 , -0.63141686, -1.7141579 ,  0.9002713 ,  1.5042169 ,
        2.1637836 ], dtype=float32), 'joint_velocities': array([ 0.04365551, -0.36927608, -0.0148074 , -0.05279153,  0.23660977,
        0.02448584], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
985,"[0.5838673114776611, -0.6367921829223633, -1.7140024900436401, 0.9042864441871643, 1.5013461112976074, 2.163900375366211, -0.43873801827430725, -0.38799214363098145, 0.1141907274723053, 0.13260401785373688, 0.7683576941490173, 0.7676885724067688, -0.785493791103363, -0.7853983640670776]","[-0.43873801827430725, -0.38799214363098145]","[0.6078755855560303, 0.2978113293647766, 0.8236554861068726]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5840927 , -0.63133824, -1.714461  ,  0.900993  ,  1.5033875 ,
        2.163924  ], dtype=float32), 'joint_velocities': array([ 0.05998505, -0.37045103, -0.01197455, -0.05533142,  0.2360065 ,
        0.04216447], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
986,"[0.5839924812316895, -0.6368593573570251, -1.7138993740081787, 0.9042818546295166, 1.501193642616272, 2.1644487380981445, -0.4376944601535797, -0.3901365101337433, 0.11589961498975754, 0.13032250106334686, 0.7681987285614014, 0.7677761912345886, -0.7854903936386108, -0.7853984832763672]","[-0.4376944601535797, -0.3901365101337433]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.5843042 , -0.6314277 , -1.714404  ,  0.90034246,  1.5041481 ,
        2.1613848 ], dtype=float32), 'joint_velocities': array([ 0.05476534, -0.36690533, -0.00522797, -0.06584165,  0.23747833,
        0.03551311], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
987,"[0.5841231942176819, -0.6370160579681396, -1.713649868965149, 0.9041945934295654, 1.5012128353118896, 2.1646244525909424, -0.43659213185310364, -0.3907131552696228, 0.1176111102104187, 0.12834018468856812, 0.7684093117713928, 0.7675710320472717, -0.7854883670806885, -0.7853983044624329]","[-0.43659213185310364, -0.3907131552696228]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58431226, -0.63161564, -1.7139974 ,  0.8996442 ,  1.5048449 ,
        2.1615064 ], dtype=float32), 'joint_velocities': array([ 0.05568449, -0.3631117 , -0.00552579, -0.06955957,  0.23724142,
        0.03621345], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
988,"[0.5842247009277344, -0.6372277140617371, -1.7135030031204224, 0.9041345715522766, 1.5014656782150269, 2.1648471355438232, -0.4360843598842621, -0.3924737274646759, 0.11995460093021393, 0.12660737335681915, 0.7686201930046082, 0.7678749561309814, -0.78548663854599, -0.7853983640670776]","[-0.4360843598842621, -0.3924737274646759]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58431774, -0.6319151 , -1.7137494 ,  0.90073675,  1.5040293 ,
        2.162906  ], dtype=float32), 'joint_velocities': array([ 0.06233924, -0.3587845 , -0.01891308, -0.06014637,  0.23565876,
        0.04246906], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
989,"[0.5842239856719971, -0.6371539831161499, -1.7134554386138916, 0.904241681098938, 1.5016125440597534, 2.165048360824585, -0.4372597932815552, -0.3931023180484772, 0.11739134788513184, 0.12560947239398956, 0.768271267414093, 0.7677052021026611, -0.7854872941970825, -0.7853983640670776]","[-0.4372597932815552, -0.3931023180484772]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58437514, -0.6314366 , -1.7140477 ,  0.89938295,  1.5051631 ,
        2.1598182 ], dtype=float32), 'joint_velocities': array([ 5.8020584e-02, -3.6449358e-01,  2.8730091e-04, -7.4882798e-02,
        2.3562682e-01,  3.7290726e-02], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_980.npy,data/images/camera2/frame_980.npy
990,"[0.5842739343643188, -0.6372739672660828, -1.713282823562622, 0.904021143913269, 1.5018521547317505, 2.1653342247009277, -0.43703144788742065, -0.39328059554100037, 0.11874834448099136, 0.12417327612638474, 0.7687003016471863, 0.7679023742675781, -0.7854857444763184, -0.7853983044624329]","[-0.43703144788742065, -0.39328059554100037]","[0.6080177426338196, 0.2981715798377991, 0.823615312576294]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.58432025, -0.6319093 , -1.7134957 ,  0.8993667 ,  1.5048935 ,
        2.1613567 ], dtype=float32), 'joint_velocities': array([ 0.06303476, -0.35334754, -0.01204121, -0.07305281,  0.2342645 ,
        0.04140146], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_990.npy,data/images/camera2/frame_990.npy
