time,joint_positions,gripper_state,cube_position,target_position,actions,camera1_image_paths,camera2_image_paths
2162,"[0.86030113697052, -0.8998808860778809, -0.004058605059981346, -0.3090679347515106, 1.4473599195480347, 2.2935657501220703, 0.07727076858282089, 0.07359981536865234, 0.024856360629200935, 0.022756850346922874, -0.03701317310333252, -0.03782545030117035, 0.03837302327156067, 0.03892776742577553]","[0.07727076858282089, 0.07359981536865234]","[0.6661503314971924, 0.5679996609687805, 1.2452757358551025]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.86073905, -0.89971215, -0.00433034, -0.30406994,  1.445661  ,
        2.292389  ], dtype=float32), 'joint_velocities': array([ 0.02151098,  0.02320875, -0.01887205,  0.28039968, -0.09693786,
       -0.06917657], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2163,"[0.8606907725334167, -0.9004358053207397, -0.004324408248066902, -0.30452075600624084, 1.4456831216812134, 2.292431354522705, 0.07727145403623581, 0.07359923422336578, 0.02486146241426468, 0.02275651879608631, -0.03700489550828934, -0.03782045841217041, 0.038365092128515244, 0.03892412781715393]","[0.07727145403623581, 0.07359923422336578]","[0.6670392751693726, 0.5688239932060242, 1.245542049407959]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8611045 , -0.90022355, -0.00462446, -0.29968905,  1.4440312 ,
        2.2912946 ], dtype=float32), 'joint_velocities': array([ 0.02000239,  0.02594889, -0.02063415,  0.27073306, -0.09403179,
       -0.06672397], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2164,"[0.8610557913780212, -0.9009457230567932, -0.004619900602847338, -0.30013465881347656, 1.444055438041687, 2.291337728500366, 0.07727731764316559, 0.0736062228679657, 0.02486780658364296, 0.022753523662686348, -0.037009548395872116, -0.0378381721675396, 0.038369663059711456, 0.03894082084298134]","[0.07727731764316559, 0.0736062228679657]","[0.6678979992866516, 0.5696035027503967, 1.2458034753799438]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8614449 , -0.90068746, -0.00495127, -0.29545873,  1.44245   ,
        2.2902417 ], dtype=float32), 'joint_velocities': array([ 0.01844791,  0.02874187, -0.02247282,  0.26085675, -0.0909898 ,
       -0.0641776 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2165,"[0.8613969087600708, -0.901411771774292, -0.004946439992636442, -0.2959136366844177, 1.4424786567687988, 2.2902863025665283, 0.07729943096637726, 0.07362794876098633, 0.02483532950282097, 0.022791240364313126, -0.037073586136102676, -0.037875931710004807, 0.03842797875404358, 0.03897401690483093]","[0.07729943096637726, 0.07362794876098633]","[0.6687256097793579, 0.5703437924385071, 1.246057391166687]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8617583 , -0.9011003 , -0.00530744, -0.291406  ,  1.440921  ,
        2.2892346 ], dtype=float32), 'joint_velocities': array([ 0.01682499,  0.0316867 , -0.02425226,  0.250631  , -0.08781634,
       -0.06154434], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2166,"[0.8617121577262878, -0.9018294811248779, -0.005302822217345238, -0.29186293482780457, 1.4409549236297607, 2.289278507232666, 0.07730972021818161, 0.07364002615213394, 0.024831129238009453, 0.022788764908909798, -0.03709520399570465, -0.0379326157271862, 0.03844694420695305, 0.03902534022927284]","[0.07730972021818161, 0.07364002615213394]","[0.6695206761360168, 0.5710335373878479, 1.2463072538375854]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.862044  , -0.9014663 , -0.00569408, -0.28752476,  1.4394536 ,
        2.2882664 ], dtype=float32), 'joint_velocities': array([ 0.01516688,  0.03459157, -0.02601833,  0.24023224, -0.08447647,
       -0.05884075], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2167,"[0.8619958758354187, -0.9021944403648376, -0.005688499193638563, -0.2879849076271057, 1.4394866228103638, 2.288316488265991, 0.07728283107280731, 0.07361584901809692, 0.024912787601351738, 0.02269567735493183, -0.03698791190981865, -0.03793872892856598, 0.03834700211882591, 0.03903617709875107]","[0.07728283107280731, 0.07361584901809692]","[0.6702851057052612, 0.5716609358787537, 1.246557354927063]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8623034 , -0.9017927 , -0.00611004, -0.28381744,  1.438039  ,
        2.2873528 ], dtype=float32), 'joint_velocities': array([ 0.0136685 ,  0.03722457, -0.02775417,  0.22977841, -0.08106437,
       -0.05590872], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2168,"[0.8622547388076782, -0.9025172591209412, -0.006103505380451679, -0.28428134322166443, 1.438075304031372, 2.287402868270874, 0.07728257775306702, 0.07361352443695068, 0.024874569848179817, 0.02273551933467388, -0.03702081739902496, -0.03789087012410164, 0.03837691619992256, 0.03899107500910759]","[0.07728257775306702, 0.07361352443695068]","[0.6710159182548523, 0.5722574591636658, 1.246797800064087]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8625379 , -0.9020715 , -0.00655429, -0.28029087,  1.4366864 ,
        2.2864852 ], dtype=float32), 'joint_velocities': array([ 0.01213292,  0.04001304, -0.02945292,  0.21899946, -0.07750307,
       -0.05290809], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2169,"[0.86249178647995, -0.9027978777885437, -0.006547397933900356, -0.2807583212852478, 1.4367241859436035, 2.2865400314331055, 0.07731360197067261, 0.07364340126514435, 0.02481314167380333, 0.02280281111598015, -0.0371243879199028, -0.037929922342300415, 0.03847259283065796, 0.0390252023935318]","[0.07731360197067261, 0.07364340126514435]","[0.6717132925987244, 0.5728155970573425, 1.2470242977142334]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8627465 , -0.90229654, -0.0070259 , -0.27695283,  1.4353933 ,
        2.2856748 ], dtype=float32), 'joint_velocities': array([ 0.01046753,  0.04305734, -0.03111586,  0.20783353, -0.07381252,
       -0.04984935], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2170,"[0.8627006411552429, -0.9030267000198364, -0.007019195705652237, -0.2774208188056946, 1.435434341430664, 2.2857284545898438, 0.07731792330741882, 0.07365161925554276, 0.02487751841545105, 0.022736547514796257, -0.03707551956176758, -0.03802242875099182, 0.03842674568295479, 0.039110999554395676]","[0.07731792330741882, 0.07365161925554276]","[0.6723770499229431, 0.573310911655426, 1.247246265411377]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.86292607, -0.9024752 , -0.00752556, -0.27379736,  1.4341623 ,
        2.2849169 ], dtype=float32), 'joint_velocities': array([ 0.00881023,  0.04597434, -0.03277131,  0.19656509, -0.07000589,
       -0.04668318], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2171,"[0.8628799915313721, -0.9032050967216492, -0.0075186449103057384, -0.27427104115486145, 1.4342081546783447, 2.2849693298339844, 0.07730741053819656, 0.07364140450954437, 0.024864181876182556, 0.022736744955182076, -0.03707769513130188, -0.03800181299448013, 0.03842834755778313, 0.03909226134419441]","[0.07730741053819656, 0.07364140450954437]","[0.6730048060417175, 0.5737621784210205, 1.2474634647369385]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8630795 , -0.90260774, -0.0080522 , -0.27084234,  1.4330026 ,
        2.2842085 ], dtype=float32), 'joint_velocities': array([ 0.00724386,  0.04879131, -0.03434536,  0.18513379, -0.06607717,
       -0.04339094], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2172,"[0.8630315065383911, -0.9033353328704834, -0.008044485002756119, -0.27131158113479614, 1.4330474138259888, 2.2842652797698975, 0.07728598266839981, 0.07361891865730286, 0.024897057563066483, 0.022698475047945976, -0.037017859518527985, -0.037957556545734406, 0.03837297484278679, 0.039055127650499344]","[0.07728598266839981, 0.07361891865730286]","[0.6735982894897461, 0.5741601586341858, 1.247673511505127]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.863207  , -0.9026991 , -0.00860279, -0.26807088,  1.4319081 ,
        2.2835555 ], dtype=float32), 'joint_velocities': array([ 0.00586349,  0.05134083, -0.03575506,  0.17401838, -0.0622177 ,
       -0.04010846], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2173,"[0.8631623387336731, -0.9034276604652405, -0.008594599552452564, -0.2685379087924957, 1.431951642036438, 2.283615827560425, 0.07732198387384415, 0.07365389913320541, 0.02484424039721489, 0.022778598591685295, -0.03710595518350601, -0.03798096626996994, 0.03845367953181267, 0.03907350078225136]","[0.07732198387384415, 0.07365389913320541]","[0.6741571426391602, 0.5745305418968201, 1.2478654384613037]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8633111 , -0.90273905, -0.00917788, -0.2654824 ,  1.4308747 ,
        2.2829635 ], dtype=float32), 'joint_velocities': array([ 0.00466441,  0.05387579, -0.03691237,  0.16339625, -0.05858665,
       -0.03700201], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2174,"[0.8632698059082031, -0.9034754633903503, -0.009164183400571346, -0.2659408152103424, 1.4309161901474, 2.2830190658569336, 0.07732097059488297, 0.07365637272596359, 0.024871373549103737, 0.022729860618710518, -0.03708858788013458, -0.03806394711136818, 0.03843751549720764, 0.03915106877684593]","[0.07732097059488297, 0.07365637272596359]","[0.6746826767921448, 0.574847400188446, 1.2480517625808716]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.86339676, -0.90274346, -0.00976761, -0.2630646 ,  1.4298981 ,
        2.2824237 ], dtype=float32), 'joint_velocities': array([ 0.00380566,  0.05593802, -0.03778038,  0.15349963, -0.05520128,
       -0.03399575], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2175,"[0.8633557558059692, -0.9034844040870667, -0.009748199954628944, -0.26350781321525574, 1.4299371242523193, 2.2824721336364746, 0.07728975266218185, 0.07362407445907593, 0.024918273091316223, 0.02268318645656109, -0.03699444979429245, -0.03798846900463104, 0.03835013508796692, 0.03908293694257736]","[0.07728975266218185, 0.07362407445907593]","[0.6751758456230164, 0.5751211643218994, 1.2482349872589111]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.86347044, -0.90272784, -0.01036751, -0.26079223,  1.4289796 ,
        2.2819197 ], dtype=float32), 'joint_velocities': array([ 0.00331169,  0.05741205, -0.03841349,  0.14442003, -0.05202459,
       -0.03110999], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2176,"[0.8634339570999146, -0.903472363948822, -0.01034356839954853, -0.2612268030643463, 1.4290112257003784, 2.281973123550415, 0.0773206353187561, 0.07365349680185318, 0.02485925704240799, 0.02275766059756279, -0.037087343633174896, -0.03801007196307182, 0.038435980677604675, 0.03910032659769058]","[0.0773206353187561, 0.07365349680185318]","[0.6756394505500793, 0.5753848552703857, 1.248398780822754]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8635348 , -0.9026822 , -0.01097179, -0.25866577,  1.4281054 ,
        2.281472  ], dtype=float32), 'joint_velocities': array([ 0.00284855,  0.05894247, -0.03881614,  0.13567548, -0.04903971,
       -0.02840659], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2177,"[0.863502025604248, -0.9034327268600464, -0.010945837944746017, -0.25909116864204407, 1.428134560585022, 2.2815189361572266, 0.07731837779283524, 0.07365424185991287, 0.02488585375249386, 0.02270994335412979, -0.03706670552492142, -0.038088109344244, 0.038416240364313126, 0.03917286545038223]","[0.07731837779283524, 0.07365424185991287]","[0.6760729551315308, 0.5756107568740845, 1.24855375289917]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8635943 , -0.9026165 , -0.01158117, -0.25667763,  1.4272754 ,
        2.2810707 ], dtype=float32), 'joint_velocities': array([ 0.00257143,  0.06013984, -0.03902222,  0.12753622, -0.0462553 ,
       -0.02580861], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2178,"[0.8635597825050354, -0.9033687114715576, -0.011551566421985626, -0.257090300321579, 1.4273046255111694, 2.2811086177825928, 0.07728904485702515, 0.07362404465675354, 0.024926025420427322, 0.02266961708664894, -0.03698473796248436, -0.03801027685403824, 0.03834044560790062, 0.0391041599214077]","[0.07728904485702515, 0.07362404465675354]","[0.6764768958091736, 0.5758076310157776, 1.248704195022583]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8636491 , -0.9025423 , -0.01218995, -0.25480762,  1.426495  ,
        2.2806933 ], dtype=float32), 'joint_velocities': array([ 0.00245706,  0.0608976 , -0.03904889,  0.12006916, -0.04361296,
       -0.02340948], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2179,"[0.8636181950569153, -0.9032967686653137, -0.012158498167991638, -0.2552148997783661, 1.4265193939208984, 2.280738115310669, 0.07732120901346207, 0.073654405772686, 0.02487127296626568, 0.02274503745138645, -0.03707109019160271, -0.0380309596657753, 0.03842019662261009, 0.0391194112598896]","[0.07732120901346207, 0.073654405772686]","[0.6768548488616943, 0.5760051608085632, 1.2488346099853516]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.86370236, -0.90244913, -0.01279687, -0.25306046,  1.4257513 ,
        2.280367  ], dtype=float32), 'joint_velocities': array([ 0.00226951,  0.06182724, -0.03891897,  0.11283251, -0.0411211 ,
       -0.02118335], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2170.npy,data/images/camera2/frame_2170.npy
2180,"[0.8636724948883057, -0.9032078385353088, -0.012763510458171368, -0.25345975160598755, 1.4257756471633911, 2.2804038524627686, 0.07731865346431732, 0.07365471124649048, 0.02489202842116356, 0.022704459726810455, -0.0370577797293663, -0.03809838742017746, 0.03840748220682144, 0.0391821414232254]","[0.07731865346431732, 0.07365471124649048]","[0.6772063374519348, 0.5761744976043701, 1.2489564418792725]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.86375326, -0.9023429 , -0.01340114, -0.2514271 ,  1.4250479 ,
        2.2800777 ], dtype=float32), 'joint_velocities': array([ 0.002142  ,  0.06254669, -0.03865983,  0.10608026, -0.03876733,
       -0.01908429], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2180.npy,data/images/camera2/frame_2180.npy
2181,"[0.8637206554412842, -0.9031029343605042, -0.013364238664507866, -0.25181645154953003, 1.425070881843567, 2.2801053524017334, 0.07728976011276245, 0.07362504303455353, 0.024932146072387695, 0.022663723677396774, -0.0369773767888546, -0.038020987063646317, 0.03833360597491264, 0.03911355882883072]","[0.07728976011276245, 0.07362504303455353]","[0.6775333285331726, 0.5763216614723206, 1.2490744590759277]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8638013 , -0.9022353 , -0.01399753, -0.24989025,  1.4243842 ,
        2.279802  ], dtype=float32), 'joint_velocities': array([ 0.0020918 ,  0.06289313, -0.03827385,  0.0999087 , -0.03652631,
       -0.01719363], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2180.npy,data/images/camera2/frame_2180.npy
2182,"[0.8637689352035522, -0.9029939770698547, -0.013958947733044624, -0.25027647614479065, 1.4244035482406616, 2.279839038848877, 0.07729422301054001, 0.07362823188304901, 0.024922754615545273, 0.022690096870064735, -0.036979127675294876, -0.037990208715200424, 0.03833474963903427, 0.03908509016036987]","[0.07729422301054001, 0.07362823188304901]","[0.6778380274772644, 0.5764656662940979, 1.2491779327392578]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.86385036, -0.9021216 , -0.01458653, -0.24845509,  1.4237558 ,
        2.2795649 ], dtype=float32), 'joint_velocities': array([ 0.00203067,  0.06326072, -0.03776941,  0.09402138, -0.0344034 ,
       -0.0154255 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2180.npy,data/images/camera2/frame_2180.npy
2183,"[0.8638185262680054, -0.902881383895874, -0.014545857906341553, -0.24883508682250977, 1.4237720966339111, 2.2796027660369873, 0.07731582969427109, 0.07365022599697113, 0.024897925555706024, 0.02271520346403122, -0.03703823313117027, -0.03804825618863106, 0.038388803601264954, 0.03913755342364311]","[0.07731582969427109, 0.07365022599697113]","[0.6781222224235535, 0.5766026377677917, 1.2492668628692627]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8638971 , -0.9019974 , -0.01516258, -0.24711889,  1.4231577 ,
        2.279365  ], dtype=float32), 'joint_velocities': array([ 0.00187689,  0.06372254, -0.03714298,  0.08832309, -0.03238764,
       -0.01380698], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2180.npy,data/images/camera2/frame_2180.npy
